"country_code","player","rank","match","round","player_id","scrape_time","date_of_birth","height_inches","weight_lbs","hand","exact_age","age","country","gender"
"ISR","Julia Glushko",NA,51,1,101,"2014-08-23 14:48:09",1990-01-01,67,137,"R",24.6406570841889,24,"Israel","Ladies"
"ISR","Shahar Peer",NA,62,1,124,"2014-08-23 14:48:09",1987-05-01,67,132,"R",27.3127994524298,27,"Israel","Ladies"
"ITA","Camila Giorgi",NA,58,1,116,"2014-08-23 14:48:09",1991-12-31,66,119,"R",22.6447638603696,22,"Italy","Ladies"
"ITA","Francesca Schiavone",NA,2,1,3,"2014-08-23 14:48:09",1980-06-23,65,132,"R",34.1656399726215,34,"Italy","Ladies"
"ITA","Karin Knapp",NA,39,1,77,"2014-08-23 14:48:09",1987-06-28,61,159,"R",27.1540041067762,27,"Italy","Ladies"
"ITA","Roberta Vinci",28,45,1,89,"2014-08-23 14:48:09",1983-02-18,64,132,"R",31.5099247091034,31,"Italy","Ladies"
"ITA","Flavia Pennetta",11,9,1,17,"2014-08-23 14:48:09",1982-02-25,67,128,"R",32.4900752908966,32,"Italy","Ladies"
"ITA","Sara Errani",13,57,1,113,"2014-08-23 14:48:09",1987-04-29,64,132,"R",27.3182751540041,27,"Italy","Ladies"
"JPN","Kurumi Nara",31,36,1,72,"2014-08-23 14:48:09",1991-12-30,61,117,"R",22.6475017111567,22,"Japan","Ladies"
"JPN","Kimiko Date-Krumm",NA,60,1,119,"2014-08-23 14:48:09",1970-09-28,64,117,"R",43.9014373716632,43,"Japan","Ladies"
"JPN","Misaki Doi",NA,24,1,47,"2014-08-23 14:48:09",1991-04-29,63,121,"L",23.3182751540041,23,"Japan","Ladies"
"KAZ","Yaroslava Shvedova",NA,30,1,59,"2014-08-23 14:48:09",1987-09-12,61,154,"R",26.9459274469541,26,"Kazakhstan","Ladies"
"KAZ","Zarina Diyas",NA,26,1,51,"2014-08-23 14:48:09",1993-10-18,68,141,"R",20.8459958932238,20,"Kazakhstan","Ladies"
"NED","Kiki Bertens",NA,59,1,117,"2014-08-23 14:48:09",1991-12-10,NA,163,"R",22.7022587268994,22,"Netherlands","Ladies"
"NZL","Marina Erakovic",NA,21,1,42,"2014-08-23 14:48:09",1988-03-06,69,143,"R",26.4640657084189,26,"New Zealand","Ladies"
"POL","Agnieszka Radwanska",4,48,1,96,"2014-08-23 14:48:09",1989-03-06,68,123,"R",25.4647501711157,25,"Poland","Ladies"
"POL","Paula Kania",NA,14,1,27,"2014-08-23 14:48:09",1992-11-06,66,127,"R",21.7932922655715,21,"Poland","Ladies"
"POL","Katarzyna Piter",NA,19,1,38,"2014-08-23 14:48:09",1991-02-16,68,123,"R",23.5154004106776,23,"Poland","Ladies"
"PUR","Monica Puig",NA,54,1,108,"2014-08-23 14:48:09",1993-09-27,67,140,"R",20.9034907597536,20,"Puerto Rico","Ladies"
"ROU","Sorana Cirstea",NA,31,1,61,"2014-08-23 14:48:09",1990-04-07,69,130,"R",24.3778234086242,24,"Romania","Ladies"
"ROU","Monica Niculescu",NA,30,1,60,"2014-08-23 14:48:09",1987-09-25,66,139,"R",26.9103353867214,26,"Romania","Ladies"
"ROU","Simona Halep",2,64,1,128,"2014-08-23 14:48:09",1991-09-27,66,132,"R",22.9048596851472,22,"Romania","Ladies"
"ROU","Alexandra Dulgheru",NA,50,1,100,"2014-08-23 14:48:09",1989-05-30,68,134,"R",25.2320328542094,25,"Romania","Ladies"
"ROU","Irina-Camelia Begu",NA,46,1,91,"2014-08-23 14:48:09",1990-08-26,61,148,"R",23.9917864476386,23,"Romania","Ladies"
"RSA","Chanelle Scheepers",NA,23,1,45,"2014-08-23 14:48:09",1984-03-13,69,146,"R",30.444900752909,30,"South Africa","Ladies"
"RUS","Ksenia Pervak",NA,33,1,66,"2014-08-23 14:48:09",1991-05-27,67,132,"L",23.2416153319644,23,"Russia","Ladies"
"RUS","Maria Kirilenko",NA,49,1,98,"2014-08-23 14:48:09",1987-01-25,69,134,"R",27.5756331279945,27,"Russia","Ladies"
"RUS","Anastasia Pavlyuchenkova",23,12,1,24,"2014-08-23 14:48:09",1991-07-03,61,159,"R",23.1403148528405,23,"Russia","Ladies"
"RUS","Maria Sharapova",5,49,1,97,"2014-08-23 14:48:09",1987-04-19,74,130,"A",27.3456536618754,27,"Russia","Ladies"
"RUS","Alla Kudryavtseva",NA,34,1,68,"2014-08-23 14:48:09",1987-11-03,61,154,"R",26.8035592060233,26,"Russia","Ladies"
"RUS","Elena Vesnina",NA,22,1,43,"2014-08-23 14:48:09",1986-08-01,67,143,"R",28.0602327173169,28,"Russia","Ladies"
"RUS","Svetlana Kuznetsova",20,21,1,41,"2014-08-23 14:48:09",1985-06-27,NA,161,"R",29.1553730321697,29,"Russia","Ladies"
"RUS","Ekaterina Makarova",17,28,1,56,"2014-08-23 14:48:09",1988-06-07,61,143,"L",26.2094455852156,26,"Russia","Ladies"
"SLO","Polona Hercog",NA,27,1,54,"2014-08-23 14:48:09",1991-01-20,NA,154,"R",23.5893223819302,23,"Slovakia","Ladies"
"SRB","Ana Ivanovic",8,16,1,32,"2014-08-23 14:48:09",1987-11-06,NA,152,"R",26.7953456536619,26,"Serbia","Ladies"
"SRB","Jelena Jankovic",9,40,1,80,"2014-08-23 14:48:09",1985-02-28,69,130,"R",29.4811772758385,29,"Serbia","Ladies"
"SRB","Bojana Jovanovski",NA,40,1,79,"2014-08-23 14:48:09",1991-12-31,69,143,"R",22.6447638603696,22,"Serbia","Ladies"
"SRB","Aleksandra Krunic",NA,19,1,37,"2014-08-23 14:48:09",1993-03-15,66,106,"R",21.4401095140315,21,"Serbia","Ladies"
"SUI","Stefanie Voegele",NA,42,1,84,"2014-08-23 14:48:09",1990-03-10,67,132,"R",24.4544832306639,24,"Switzerland","Ladies"
"SUI","Belinda Bencic",NA,35,1,69,"2014-08-23 14:48:09",1997-03-10,NA,NA,"R",17.4537987679671,17,"Switzerland","Ladies"
"SUI","Romina Oprandi",NA,43,1,85,"2014-08-23 14:48:09",1986-03-29,66,143,"R",28.4024640657084,28,"Switzerland","Ladies"
"SUI","Timea Bacsinszky",NA,59,1,118,"2014-08-23 14:48:09",1989-06-08,67,137,"R",25.2073921971253,25,"Switzerland","Ladies"
"SVK","Jana Cepelova",NA,63,1,125,"2014-08-23 14:48:09",1993-05-29,66,132,"R",21.2347707049966,21,"Slovakia","Ladies"
"SVK","Dominika Cibulkova",12,25,1,49,"2014-08-23 14:48:09",1989-05-06,63,121,"R",25.2977412731006,25,"Slovakia","Ladies"
"SVK","Anna Schmiedlova",NA,55,1,109,"2014-08-23 14:48:09",1994-09-13,69,139,"R",19.9425051334702,19,"Slovakia","Ladies"
"SVK","Magdalena Rybarikova",NA,56,1,111,"2014-08-23 14:48:09",1988-10-04,61,143,"R",25.8836413415469,25,"Slovakia","Ladies"
"SVK","Daniela Hantuchova",NA,43,1,86,"2014-08-23 14:48:09",1983-04-23,61,137,"R",31.3347022587269,31,"Slovakia","Ladies"
"SWE","Johanna Larsson",NA,38,1,76,"2014-08-23 14:48:09",1988-08-17,69,146,"R",26.0150581793292,26,"Sweden","Ladies"
"TPE","Yung-Jan Chan",NA,22,1,44,"2014-08-23 14:48:09",1989-08-17,67,132,"R",25.015742642026,25,"Taiwan","Ladies"
"TUN","Ons Jabeur",NA,53,1,106,"2014-08-23 14:48:09",1994-08-28,66,146,"R",19.9863107460643,19,"Tunisia","Ladies"
"UKR","Elina Svitolina",NA,27,1,53,"2014-08-23 14:48:09",1994-09-12,69,132,"R",19.9452429842574,19,"Ukraine","Ladies"
"UKR","Maryna Zanevska",NA,10,1,20,"2014-08-23 14:48:09",1993-08-24,69,130,"R",20.9965776865161,20,"Ukraine","Ladies"
"UKR","Lesia Tsurenko",NA,26,1,52,"2014-08-23 14:48:09",1989-05-30,69,148,"R",25.2320328542094,25,"Ukraine","Ladies"
"USA","Christina McHale",NA,23,1,46,"2014-08-23 14:48:09",1992-05-11,67,137,"R",22.2833675564682,22,"USA","Ladies"
"USA","Alison Riske",NA,16,1,31,"2014-08-23 14:48:09",1990-07-03,69,145,"R",24.1396303901437,24,"USA","Ladies"
"USA","Shelby Rogers",NA,10,1,19,"2014-08-23 14:48:09",1992-10-13,69,155,"R",21.8590006844627,21,"USA","Ladies"
"USA","Vania King",NA,2,1,4,"2014-08-23 14:48:09",1989-02-03,65,130,"R",25.5496235455168,25,"USA","Ladies"
"USA","Nicole Gibbs",NA,11,1,21,"2014-08-23 14:48:09",1992-03-03,66,141,"R",22.4722792607803,22,"USA","Ladies"
"USA","Sloane Stephens",21,37,1,73,"2014-08-23 14:48:09",1993-03-20,67,135,"R",21.4264202600958,21,"USA","Ladies"
"USA","Venus Williams",19,60,1,120,"2014-08-23 14:48:09",1980-06-17,73,160,"R",34.1820670773443,34,"USA","Ladies"
"USA","Serena Williams",1,1,1,1,"2014-08-23 14:48:09",1981-09-26,69,155,"R",32.9062286105407,32,"USA","Ladies"
"USA","Danielle Rose Collins",NA,64,1,127,"2014-08-23 14:48:09",1993-12-13,NA,NA,NA,20.6926762491444,20,"USA","Ladies"
"USA","Grace Min",NA,28,1,55,"2014-08-23 14:48:09",1994-05-06,66,140,"R",20.2984257357974,20,"USA","Ladies"
"USA","Coco Vandeweghe",NA,7,1,13,"2014-08-23 14:48:09",1991-12-06,73,155,"R",22.7132101300479,22,"USA","Ladies"
"USA","Catherine Bellis",NA,25,1,50,"2014-08-23 14:48:09",1999-04-08,NA,NA,"R",15.3757700205339,15,"USA","Ladies"
"USA","Madison Keys",27,20,1,40,"2014-08-23 14:48:09",1995-02-17,61,145,"R",19.5126625598905,19,"USA","Ladies"
"USA","Lauren Davis",NA,5,1,10,"2014-08-23 14:48:09",1993-10-09,62,121,"R",20.870636550308,20,"USA","Ladies"
"USA","Taylor Townsend",NA,1,1,2,"2014-08-23 14:48:09",1996-04-06,67,170,"L",18.3791923340178,18,"USA","Ladies"
"USA","Varvara Lepchenko",NA,3,1,5,"2014-08-23 14:48:09",1986-05-21,61,159,"L",28.2573579739904,28,"USA","Ladies"
"USA","Madison Brengle",NA,51,1,102,"2014-08-23 14:48:09",1990-04-03,64,130,"R",24.3887748117728,24,"USA","Ladies"
